# Model Dimensions
## syr, nyr, agek, narea
	1974, 2012, 6, 8

# Growth parameters
## alpha, rho
	5.7557	0.9474

# Regulatory area in square nautical miles from 0-400 fathoms
14132  29601  14580  49178  29584  19889  19711 148713

# Total removals (million lb) from all fisheries (incl. wastage)
##  Year	2A		2B		2C		3A		3B		4A		4B		4CDE
	2006	1.98	14.80	14.24	35.13	12.78 	5.25	2.43	8.33
	2007	1.73	12.52	12.69	36.96	10.88 	4.71	2.24	8.81
	2008	1.63	10.12	10.50	34.23	12.85 	4.74	2.51	8.35
	2009	1.50	8.60	8.41	30.73	12.92 	4.2		2.3		7.57
	2010	1.18	8.71	7.48	29.07	12.22 	3.91	2.54	7.45
	2011	1.07	8.75	4.32	23.20	9.30 	3.71	2.66	7.03
	2012	1.15	7.74	4.61	18.73	7.21	3.45	2.37	6.11
# Setline survey abundance index (WPUE)
# n_surv_obs
30
#	Year	2A		2B		2C		3A		3B		4A		4B		4CDE
	1977	-999.00	13.70	-999.00	58.40	-999.00	-999.00	-999.00	-999.00
	1978	-999.00	19.10	-999.00	26.90	-999.00	-999.00	-999.00	-999.00
	1979	-999.00	-999.00	-999.00	41.00	-999.00	-999.00	-999.00	-999.00
	1980	-999.00	25.50	-999.00	76.20	-999.00	-999.00	-999.00	-999.00
	1981	-999.00	16.50	-999.00	131.40	-999.00	-999.00	-999.00	-999.00
	1982	-999.00	20.60	113.70	130.30	-999.00	-999.00	-999.00	-999.00
	1983	-999.00	18.00	142.20	119.00	-999.00	-999.00	-999.00	-999.00
	1984	-999.00	57.40	259.60	361.20	-999.00	-999.00	-999.00	-999.00
	1985	-999.00	41.70	260.50	377.50	-999.00	-999.00	-999.00	-999.00
	1986	-999.00	37.80	282.60	305.10	-999.00	-999.00	-999.00	-999.00
	1993	-999.00	95.70	-999.00	261.10	-999.00	-999.00	-999.00	-999.00
	1994	-999.00	-999.00	-999.00	253.90	-999.00	-999.00	-999.00	-999.00
	1995	31.00	159.10	-999.00	300.10	-999.00	-999.00	-999.00	-999.00
	1996	33.70	165.90	306.20	317.30	352.20	-999.00	-999.00	-999.00
	1997	36.40	144.10	410.60	330.60	413.90	245.40	281.60	23.20
	1998	37.30	83.30	234.80	281.20	434.90	299.00	215.60	44.50
	1999	38.30	88.10	208.90	240.70	437.90	290.30	203.10	42.10
	2000	40.60	91.20	240.10	271.70	373.10	275.80	216.30	31.50
	2001	43.00	101.10	244.10	256.10	357.10	198.80	171.30	31.30
	2002	34.50	91.80	267.80	299.40	297.20	168.40	119.10	31.10
	2003	22.80	72.70	228.30	229.30	261.60	154.10	104.10	29.00
	2004	27.90	85.80	176.00	269.70	236.30	137.40	73.30	23.30
	2005	29.00	71.90	174.70	275.90	211.20	106.80	86.20	17.40
	2006	16.80	58.70	146.70	232.50	181.20	84.90	95.50	17.00
	2007	19.40	57.20	142.60	211.60	191.30	66.50	87.20	13.30
	2008	19.10	89.80	106.40	189.10	126.00	84.10	103.30	12.10
	2009	8.30	86.30	115.60	148.80	113.00	84.10	106.80	14.50
	2010	17.30	88.80	110.30	117.10	91.40	73.00	68.40	13.10
	2011	27.00	79.80	136.30	120.50	79.80	58.40	67.90	10.10
	2012	28.50	103.40	161.40	137.00	86.80	63.60	48.30	11.20
# Fishery relative abundance index (WPUE)
# n_fish_obs
38
#	Year	2A		2B		2C		3A		3B		4A		4B		4CDE
	1974	59.0	64.0	57.0	65.0	57.0	-999.0	-999.0	-999.0
	1975	59.0	68.0	53.0	66.0	68.0	-999.0	-999.0	-999.0
	1976	33.0	53.0	42.0	60.0	65.0	-999.0	-999.0	-999.0
	1977	83.0	61.0	45.0	61.0	73.0	-999.0	-999.0	-999.0
	1978	39.0	63.0	56.0	78.0	53.0	-999.0	-999.0	-999.0
	1979	50.0	48.0	80.0	86.0	37.0	-999.0	-999.0	-999.0
	1980	37.0	65.0	79.0	118.0	113.0	-999.0	-999.0	-999.0
	1981	33.0	67.0	144.0	142.0	160.0	158.0	99.0	110.0
	1982	22.0	69.0	146.0	168.0	203.0	103.0	-999.0	91.0
	1984	63.0	147.0	284.0	502.0	474.0	366.0	161.0	197.0
	1985	62.0	139.0	345.0	500.0	592.0	337.0	234.0	462.0
	1986	55.0	118.0	290.0	506.0	506.0	260.0	238.0	322.5
	1987	53.0	130.0	260.0	498.0	478.0	342.0	220.0	312.5
	1988	134.0	137.0	281.0	503.0	654.0	453.0	224.0	286.0
	1989	113.0	133.0	258.0	457.0	590.0	409.0	268.0	382.5
	1990	168.0	176.0	270.0	354.0	484.0	418.0	209.0	334.5
	1991	158.0	149.0	233.0	319.0	466.0	471.0	329.0	311.0
	1992	117.0	171.0	230.0	397.0	440.0	372.0	280.0	330.5
	1993	147.0	208.0	256.0	393.0	514.0	463.0	218.0	554.0
	1994	93.0	215.0	207.0	354.0	377.0	463.0	197.0	323.5
	1995	116.0	219.0	234.0	417.0	476.0	349.0	189.0	380.5
	1996	159.0	227.0	239.0	473.0	557.0	515.0	269.0	420.0
	1997	226.0	241.0	246.0	458.0	563.0	483.0	275.0	503.0
	1998	194.0	232.0	236.0	452.0	611.0	525.0	287.0	457.0
	1999	342.0	213.0	199.0	437.0	538.0	497.0	310.0	403.0
	2000	263.0	229.0	187.0	443.0	579.0	548.0	320.0	389.5
	2001	171.0	227.0	196.0	469.0	431.0	474.0	270.0	357.0
	2002	181.0	223.0	244.0	508.0	399.0	402.0	245.0	325.5
	2003	173.0	221.0	233.0	485.0	365.0	355.0	196.0	246.5
	2004	143.0	203.0	240.0	486.0	328.0	315.0	202.0	282.5
	2005	137.0	195.0	203.0	446.0	293.0	301.0	238.0	235.0
	2006	156.0	201.0	170.0	403.0	292.0	241.0	218.0	176.0
	2007	96.0	198.0	160.0	398.0	257.0	206.0	230.0	151.0
	2008	69.0	174.0	161.0	370.0	234.0	206.0	193.0	170.5
	2009	98.0	188.0	155.0	318.0	211.0	234.0	189.0	168.5
	2010	149.0	222.0	158.0	285.0	173.0	182.0	142.0	135.0
	2011	92.0	240.0	175.0	280.0	140.0	189.0	165.0	120.5
	2012	120.0	259.0	208.0	269.0	134.0	191.0	154.0	111.0
## Average weight of the commercial catch	
#	n_wbar_obs
39
#	year    2A    2B    2C    3A    3B    4A    4B  4CDE
	1974 39.30 30.30 40.68 47.50 43.97 -999   -999  -999
	1975 43.95 32.90 39.37 45.93 43.91 -999   -999  -999
	1976 38.18 27.68 40.49 46.15 41.16 -999   -999  -999
	1977 33.30 28.42 37.36 47.34 42.86 -999   -999  -999
	1978 36.83 26.55 32.54 42.16 39.51 -999   -999  -999
	1979 28.41 27.49 34.31 40.48 33.92 -999   -999  -999
	1980 24.10 26.99 34.28 44.08 43.51 -999   -999  -999
	1981 24.88 24.89 31.93 43.63 44.18 -999   -999  -999
	1982 25.81 24.23 33.94 46.01 38.50 -999   -999  -999
	1983 33.30 23.82 34.68 42.03 38.26 -999   -999  -999
	1984 21.53 22.26 32.89 38.82 37.75 -999   -999  -999
	1985 22.10 22.71 33.81 39.62 38.10 -999   -999  -999
	1986 18.04 23.58 30.65 38.76 33.36 -999   -999  -999
	1987 19.02 23.27 32.88 36.39 34.33 -999   -999  -999
	1988 19.29 22.80 31.55 33.52 31.28 -999   -999  -999
	1989 19.34 23.67 32.34 33.62 30.70 -999   -999  -999
	1990 19.18 23.02 33.29 33.45 32.18 -999   -999  -999
	1991 18.30 26.23 36.36 30.64 27.64 29.02 35.73 30.22
	1992 20.74 24.91 34.62 31.53 26.49 33.48 32.02 32.77
	1993 21.10 23.66 37.12 29.55 27.39 32.92 33.40 36.26
	1994 22.64 23.67 33.64 27.68 31.89 33.28 32.46 37.33
	1995 21.32 24.48 41.39 28.35 27.76 35.55 31.96 34.87
	1996 16.35 23.26 33.89 28.43 29.07 31.32 29.75 29.69
	1997 17.64 22.50 32.85 30.26 27.56 32.17 31.46 32.28
	1998 18.85 22.12 28.62 27.67 28.67 29.89 28.85 30.42
	1999 19.83 23.23 28.65 24.44 26.63 28.55 30.49 29.07
	2000 21.33 23.17 28.91 26.63 24.96 29.91 34.70 32.06
	2001 25.16 23.61 29.26 27.08 25.28 28.98 29.00 32.41
	2002 23.62 23.35 34.30 26.53 24.82 32.09 31.71 31.19
	2003 19.98 22.22 32.92 26.56 23.56 34.43 29.51 32.06
	2004 19.93 20.97 30.85 26.33 22.87 28.79 26.39 28.86
	2005 20.86 20.86 29.26 25.19 23.69 28.22 24.02 30.13
	2006 19.23 20.45 28.59 24.97 21.75 27.87 27.10 29.09
	2007 19.51 20.70 27.92 22.84 22.72 25.41 30.43 26.91
	2008 17.68 21.04 28.89 22.91 20.27 25.86 33.16 25.63
	2009 19.06 21.23 29.50 21.97 20.55 23.80 29.09 26.04
	2010 18.25 22.37 27.28 20.85 19.68 22.79 29.53 24.49
	2011 17.57 21.49 28.57 19.39 19.14 25.95 31.02 22.58
	2012 17.39 22.78 30.95 19.46 18.88 26.50 27.38 21.94
# Movement matrix (from area j (row) to area j' (col))
 0.882 0.110 0.008 0.000 0.000 0.000 0.000 0.000
 0.014 0.970 0.009 0.004 0.000 0.004 0.000 0.000
 0.012 0.067 0.898 0.024 0.000 0.000 0.000 0.000
 0.000 0.003 0.003 0.947 0.046 0.000 0.000 0.000
 0.000 0.004 0.005 0.101 0.887 0.003 0.000 0.000
 0.003 0.025 0.016 0.097 0.053 0.792 0.014 0.000
 0.000 0.005 0.005 0.021 0.000 0.000 0.967 0.002
 0.000 0.010 0.001 0.003 0.000 0.062 0.000 0.924

#0.924	0.000	0.062	0.000	0.003	0.001	0.010	0.000	# 4CDE
#0.002	0.967	0.000	0.000	0.021	0.005	0.005	0.000	# 4B
#0.000	0.014	0.792	0.053	0.097	0.016	0.025	0.003	# 4A
#0.000	0.000	0.003	0.887	0.101	0.005	0.004	0.000	# 3B
#0.000	0.000	0.000	0.046	0.947	0.003	0.003	0.000	# 3A
#0.000	0.000	0.000	0.000	0.024	0.898	0.067	0.012	# 2C
#0.000	0.000	0.004	0.000	0.004	0.009	0.970	0.014	# 2B
#0.000	0.000	0.000	0.000	0.000	0.008	0.110	0.882	# 2C
	

